Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
40-Smiley face	99369	2024-02-03 09:00:00		999999		999999		999999		999999		999999		999999	240	111515	2	111115		999999		999999		999999		999999		999999		999999		999999		999999	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.0	115155	0.0	115155	0.0	115155	0.0	115155	0.0	115155	0.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	AAXX 03091 99369 46/// /2402 1//// 2//// 3//// 4//// 5//// 333 70000 555 1//// 29/// 66666 00000 10000 20000 30000 50000 90000=
41-Smiley face	99369	2024-02-03 10:00:00	-0.7	111115	-8.1	111115		999999		999999		999999		999999	220	111515	6	111115		999999		999999		999999		999999	1021.9	111115	793.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2203 11007 21081 37932 40219 55001 333 60005 555 11031 29057
42-Smiley face	99369	2024-02-03 11:00:00	-2.0	111115	-9.1	111115		999999		999999		999999		999999	250	313515	8	313115		999999		999999		999999		999999	1022.3	111115	793.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
43-Smiley face	99369	2024-02-03 12:00:00	-2.2	111115	-8.3	111115	-4.1	111115	62	111515		999999		999999	260	111515	6	111115		999999		999999		999999		999999	1022.7	111115	793.3	111115	0.2	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.25	115555	5.2	115555		999999		999999	AAXX 03121 99369 16/// /2606 11022 21083 37933 40227 52002 60001 333 70000 555 11041 29063=
44-Smiley face	99369	2024-02-03 13:00:00	-3.3	111115	-7.7	111115		999999		999999		999999		999999	240	313515	10	313115		999999		999999		999999		999999	1024.0	111115	793.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
45-Smiley face	99369	2024-02-03 14:00:00	-3.6	111115	-7.0	111115		999999		999999		999999		999999	250	313515	8	313115		999999		999999		999999		999999	1024.6	111115	794.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2504 11036 21070 37941 40246 53009 333 60005 555 11045 29078
46-Smiley face	99369	2024-02-03 15:00:00	-4.7	111115	-7.0	111115	-5.2	111115	85	111515	-8.6	111155	2.2	111155	240	111515	2	111115		999999		999999		999999		999999	1026.3	111115	795.0	111115	1.7	111515	2	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.66	115555	4.31	115555	-8.6	115555	2.2	115555	AAXX 03151 99369 46/// /2402 11047 21070 37950 40263 52017 333 10022 21086 70000 555 11052 29084 66666 00003 1//// 2//// 3//// 5//// 9////=
47-Smiley face	99369	2024-02-03 18:00:00	-7.0	111115	-9.6	111115	-7.5	111115	82	111515		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1025.7	111115	795.4	111115	0.4	111515	1	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	2.8	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.95	115555	3.62	115555		999999		999999	AAXX 03181 99369 16/// /0000 11070 21096 37954 40257 51004 60001 333 55028 70000 555 11075 29082=
48-Smiley face	99369	2024-02-03 21:00:00	-7.7	111115	-12.5	111115	-8.7	111115	68	111515		999999		999999	170	111515	1	111115	250.0	313555	6.0	313155	250.0	212555	6.0	212155	1023.4	111115	794.8	111115	-0.6	111515	8	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.34	115555	3.43	115555		999999		999999	AAXX 03211 99369 46/// /1701 11077 21125 37948 40234 58006 333 70000 555 11087 29068 32506 42506=
49-Smiley face	99369	2024-02-04 00:00:00	-7.8	111115	-13.7	111115	-9.0	111115	63	111515		999999		999999	260	111515	3	111115		999999		999999		999999		999999	1024.7	111115	794.3	111115	-0.5	111515	7	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.15	115555	3.4	115555		999999		999999	AAXX 04001 99369 16/// /2603 11078 21137 37943 40247 57005 60001 333 70000 555 11090 29062=
50-Smiley face	99369	2024-02-04 03:00:00	-10.3	313115	-16.2	111115	-11.3	111115	62	111515	-10.0	313155	-4.3	111155	0	111515	0	111115		999999		999999		999999		999999	1026.9	111115	794.3	111115	-0.0	111515	5	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.74	115555	2.8	115555	-10.0	115555	-4.3	115555	AAXX 04031 99369 46/// /0000 11103 21162 37943 40269 55000 333 11043 21100 70000 555 11113 29062 66666 00000 1//// 2//// 3//// 5//// 9////=
51-Smiley face	99369	2024-02-04 04:00:00	-9.7	111115	-16.0	111115		999999		999999		999999		999999	130	111515	2	111115		999999		999999		999999		999999	1027.1	111115	794.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1301 11097 21160 37945 40271 53006 333 60005 555 11108 29060
52-Smiley face	99369	2024-02-04 05:00:00	-5.9	111115	-14.5	111115		999999		999999		999999		999999	140	111515	2	111115		999999		999999		999999		999999	1026.5	111115	795.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1401 11059 21145 37952 40265 52012 333 60005 555 11079 29050
53-Smiley face	99369	2024-02-04 06:00:00	-3.3	111115	-13.5	111115	-6.0	111115	45	111515		999999		999999	170	111515	1	111115		999999		999999		999999		999999	1026.1	111115	795.2	111115	0.9	111515	1	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.14	115555	4.79	115555		999999		999999	AAXX 04061 99369 16/// /1701 11033 21135 37952 40261 51009 60001 333 3//// 5//// 70000 555 11060 29045=
54-Smiley face	99369	2024-02-04 07:00:00		999999		999999		999999		999999		999999		999999	210	111515	2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
55-Smiley face	99369	2024-02-04 08:00:00	0.8	111115	-8.7	111115		999999		999999		999999		999999	180	111515	2	111115		999999		999999		999999		999999	1024.3	111115	795.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
56-Smiley face	99369	2024-02-04 09:00:00	0.5	111115	-8.6	111115	-2.5	111115	51	111515		999999		999999	250	111515	2	111115		999999		999999		999999		999999	1024.1	111115	794.9	111115	-0.3	111515	5	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.8	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.25	115555	6.33	115555		999999		999999	AAXX 04091 99369 46/// /2502 10005 21086 37949 40241 55003 333 70000 555 11025 29051 66666 00008 1//// 2//// 3//// 5//// 9////=
57-Smiley face	99369	2024-02-04 10:00:00	-0.1	111115	-8.0	111115		999999		999999		999999		999999	230	111515	2	111115		999999		999999		999999		999999	1023.2	111115	794.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2301 11001 21080 37943 40232 58010 333 60005 555 11027 29055
58-Smiley face	99369	2024-02-04 11:00:00	-1.6	111115	-6.1	111115		999999		999999		999999		999999	240	313515	10	313115		999999		999999		999999		999999	1024.2	111115	794.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2405 11016 21061 37940 40242 57012 333 60005 555 11031 29072
59-Smiley face	99369	2024-02-04 12:00:00	-2.4	111115	-6.2	111115	-3.6	111115	75	111515		999999		999999	260	111515	3	111115		999999		999999		999999		999999	1024.5	111115	794.4	111115	-0.5	111515	5	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.84	115555	5.12	115555		999999		999999	AAXX 04121 99369 16/// /2603 11024 21062 37944 40245 55005 60001 333 70000 555 11036 29075=
60-Smiley face	99369	2024-02-04 13:00:00	-2.9	111115	-7.1	111115		999999		999999		999999		999999	260	313515	8	313115		999999		999999		999999		999999	1025.5	111115	794.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
61-Smiley face	99369	2024-02-04 14:00:00		999999		999999		999999		999999		999999		999999	240	313515	6	313115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
62-Smiley face	99369	2024-02-04 15:00:00	-3.3	111115	-6.7	111115	-4.3	111115	77	111515	-10.5	111155	1.5	111155	250	111515	3	111115		999999		999999		999999		999999	1026.5	111115	794.6	111115	0.2	111515	1	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.69	115555	4.79	115555	-10.5	115555	1.5	115555	AAXX 04151 99369 46/// /2503 11033 21067 37946 40265 51002 333 10015 21105 70000 555 11043 29077 66666 00003 1//// 2//// 3//// 5//// 9////=
63-Smiley face	99369	2024-02-04 18:00:00	-6.0	111115	-9.3	111115	-6.8	111115	76	111515		999999		999999	290	111515	2	111115		999999		999999		999999		999999	1024.4	111115	794.5	111115	-0.1	111515	6	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	2.7	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.98	115555	3.91	115555		999999		999999	AAXX 04181 99369 16/// /2902 11060 21093 37945 40244 56001 60001 333 55027 70000 555 11068 29078=
